Dst Port,Pkt Size Avg,Pkt Len Mean,Flow Duration,Flow IAT Max,Bwd Pkts/s,Bwd Header Len,Fwd Header Len,Init Fwd Win Byts,Fwd Seg Size Min,Label
3389,162.1052632,154.0,2799590,953169.0,3.571951607,224,192,8192,20,Benign
80,176.2857143,154.25,7149,6579.0,559.5188138,92,72,65535,20,DDOS attack-HOIC
80,6.0,4.8,101059832,101059828.0,0.0197902565,64,64,211,32,DoS attacks-Slowloris
80,0.0,0.0,1034,1034.0,0.0,0,40,2047,20,Brute Force -Web
80,0.0,0.0,44430,44430.0,0.0,0,40,32738,20,DDOS attack-HOIC
80,140.5555555556,133.1578947368,106654280,53247751.0,0.0281282664,100,496,26883,32,DoS attacks-Slowloris
500,583.3333333333,500.0,89479854,41988063.0,0.0,0,48,-1,8,Brute Force -XSS
445,1.0,0.6666666667,270192,270192.0,0.0,0,52,254,20,Benign
80,126.25,112.2222222222,5005745,4937811.0,0.5993113912,72,112,8192,20,Brute Force -Web
443,428.6666667,401.875,253442,62951.0,27.61973154,152,172,8192,20,Benign
51715,0.0,0.0,4,4.0,250000.0,20,20,913,20,Benign
80,0.0,0.0,23,23.0,0.0,0,40,2051,20,Brute Force -Web
443,172.1794872,167.875,116088639,10200000.0,0.16366804,524,412,8192,20,Benign
80,0.0,0.0,43944,39389.0,0.0,0,96,225,32,DoS attacks-Hulk
22,104.3863636364,102.0666666667,383629,164384.0,57.3470723016,712,712,26883,32,SSH-Bruteforce
80,496.0350194553,494.1124031008,58828758,2098233.0,1.7678428635,2092,3072,8192,20,Brute Force -Web
80,309.375,275.0,5005911,5001973.0,0.5992915176,72,112,8192,20,SQL Injection
53,107.5,71.66666667,878,878.0,1138.952164,8,8,-1,8,Benign
3389,169.3125,159.3529411765,2745277,943255.0,2.9140957361,172,172,8192,20,Benign
3389,181.9333333333,170.5625,1993116,953158.0,3.512088609,148,168,8192,20,Benign
445,45.5,41.36363636,381369,103399.0,10.48852948,136,200,29200,32,Benign
80,162.5,144.4444444444,5007645,5004876.0,0.7987786674,136,136,26883,32,DoS attacks-GoldenEye
3389,138.6956522,132.9166667,3887627,969097.0,2.315036911,192,292,8192,20,Benign
80,0.0,0.0,148,148.0,0.0,0,40,2053,20,Brute Force -XSS
3389,180.6,169.3125,1706235,953117.0,4.102600169,152,172,8192,20,Benign
80,0.0,0.0,123,117.0,0.0,0,60,2053,20,Brute Force -XSS
80,295.5,262.6666666667,5010168,5004230.0,0.7983764217,92,92,8192,20,SQL Injection
443,211.5909091,202.3913043,118095592,58900000.0,0.093144882,232,232,8192,20,Benign
138,283.0,212.25,94531502,60105489.0,0.0,0,24,-1,8,Benign
80,148.8235294118,140.5555555556,107329211,53249633.0,0.0279513841,100,456,26883,32,DoS attacks-Slowloris
50845,0.0,0.0,1,1.0,0.0,0,40,126,20,Infilteration
22,0.0,0.0,7,7.0,142857.142857143,32,32,241,32,SSH-Bruteforce
54053,0.0,0.0,134,134.0,0.0,0,40,2240,20,Infilteration
51356,7.75,6.2,98,61.0,10204.08163,20,60,62,20,Infilteration
80,140.5555555556,133.1578947368,107069793,53247419.0,0.0280191071,100,496,26883,32,DoS attacks-Slowloris
80,182.625,162.3333333333,5005330,5002937.0,0.7991481081,136,136,26883,32,DoS attacks-GoldenEye
80,0.0,0.0,920,902.0,0.0,0,60,2053,20,Brute Force -XSS
80,180.75,160.6666666667,11661706,6659615.0,0.3430029877,136,136,26883,32,DoS attacks-GoldenEye
53610,172.5714286,151.0,1088,541.0,1838.235294,40,124,65535,20,Benign
38454,142.6666667,128.4,62442593,62400000.0,0.064058839,136,168,219,32,Benign
53,74.0,49.33333333,179,179.0,5586.592179,8,8,-1,8,Benign
53,63.0,50.4,98792,98056.0,20.24455421,16,16,-1,8,Benign
80,170.625,151.6666666667,140532,80266.0,21.3474511143,104,168,26883,32,DoS attacks-GoldenEye
22,110.5,107.9302325581,349158,113907.0,57.2806580402,648,712,26883,32,SSH-Bruteforce
3389,144.2272727273,137.9565217391,4037226,954307.0,1.9815586247,172,292,8192,20,Benign
80,0.0,0.0,38261,38261.0,0.0,0,64,225,32,DoS attacks-Hulk
3389,181.9333333,170.5625,1401020,970652.0,4.996359795,148,168,8192,20,Benign
52051,0.0,0.0,1,1.0,0.0,0,40,181,20,Benign
53,89.5,59.66666667,1005,1005.0,995.0248756,8,8,-1,8,Benign
53,109.5,73.0,12836,12836.0,77.9058896853,8,8,-1,8,Benign
443,180.56,173.6153846154,4697528,4275270.0,2.5545350661,252,272,8192,20,Benign
80,193.125,171.6666666667,5005838,5002244.0,0.7990670094,136,136,26883,32,DoS attacks-GoldenEye
443,41.0,30.75,193,175.0,0.0,0,60,252,20,Benign
52994,20.66666667,15.5,45,29.0,22222.22222,20,40,290,20,Benign
34862,204.8,186.1818182,4330269,3856624.0,1.154662678,168,168,219,32,Benign
22,0.0,0.0,7,7.0,142857.142857143,32,32,241,32,SSH-Bruteforce
21,0.0,0.0,3,3.0,333333.3333,20,40,26883,40,DoS attacks-SlowHTTPTest
53,115.25,92.2,28737,24237.0,69.5966872,16,16,-1,8,Benign
80,185.1428571429,162.0,34391,16986.0,116.3094995784,92,72,8192,20,Benign
22939,0.0,0.0,2,2.0,500000.0,20,24,1024,24,Benign
53,71.0,47.33333333,1004,1004.0,996.0159363,8,8,-1,8,Infilteration
80,0.0,0.0,1977407,1977407.0,0.0,0,64,226,32,DoS attacks-GoldenEye
22,0.0,0.0,7,7.0,142857.142857143,32,32,241,32,SSH-Bruteforce
22,106.8139534884,104.3863636364,268723,69894.0,81.8686900637,712,680,26883,32,SSH-Bruteforce
53,112.5,75.0,1239,1239.0,807.102502,8,8,-1,8,Benign
21,0.0,0.0,1,1.0,1000000.0,20,40,26883,40,FTP-BruteForce
3389,170.3125,160.2941176,3118293,953131.0,2.244817918,152,192,8192,20,Benign
80,0.0,0.0,145,145.0,0.0,0,40,256,20,Benign
80,0.0,0.0,2056383,2056383.0,0.0,0,64,226,32,DoS attacks-GoldenEye
36920,153.0,136.0,4438488,4367509.0,0.675905849,104,168,219,32,Benign
80,32.00032167,32.0,119474925,654580.0,0.0,0,795840,-1,8,DDOS attack-LOIC-UDP
55973,7.75,6.2,3277,3239.0,305.1571559,20,60,980,20,Benign
53,75.5,50.3333333333,3720,3720.0,268.8172043011,8,8,-1,8,Benign
3389,181.6666667,170.3125,1567743,953405.0,4.465017544,152,172,8192,20,Benign
57965,7.75,6.2,58,30.0,17241.3793103448,20,60,68,20,Benign
80,0.0,0.0,17492,17492.0,0.0,0,40,32738,20,DDOS attack-HOIC
443,314.5714285714,293.6,20806490,20517935.0,0.3844954147,172,132,8192,20,Benign
22,0.0,0.0,6,6.0,166666.666666667,32,32,241,32,SSH-Bruteforce
3389,170.5625,160.5294118,4126198,1214056.0,1.696476999,152,192,8192,20,Benign
53,81.75,65.4,90870,48176.0,22.0094640695,16,16,-1,8,Benign
8080,0.0,0.0,450,450.0,0.0,0,40,2052,20,Bot
443,307.0769231,285.1428571,5242331,4860255.0,0.953774189,112,172,8192,20,Benign
53,87.0,58.0,727,727.0,1375.515818,8,8,-1,8,Benign
80,32.00024222,32.0,119436492,699987.0,0.0,0,1056912,-1,8,DDOS attack-LOIC-UDP
80,0.0,0.0,8,8.0,0.0,0,40,2047,20,Brute Force -Web
21,0.0,0.0,1,1.0,1000000.0,20,40,26883,40,FTP-BruteForce
80,0.0,0.0,54712690,54700000.0,0.0,0,40,279,20,Benign
3389,181.9333333,170.5625,1393596,968769.0,5.02297653,148,168,8192,20,Benign
80,0.0,0.0,461,461.0,0.0,0,40,2053,20,Brute Force -XSS
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,FTP-BruteForce
500,583.3333333333,500.0,89479486,41986884.0,0.0,0,48,-1,8,Brute Force -Web
80,38.3666666667,37.1290322581,115603787,10014163.0,0.1211032992,424,332,8192,20,Benign
21,0.0,0.0,22,22.0,45454.54545,20,40,26883,40,DoS attacks-SlowHTTPTest
23502,0.0,0.0,256,256.0,3906.25,20,24,1024,24,Benign
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,DoS attacks-SlowHTTPTest
80,32.00021075,32.0,119979430,566405.0,0.0,0,1214728,-1,8,DDOS attack-LOIC-UDP
8080,65.0,56.875,10600,9579.0,377.3584906,92,72,8192,20,Bot
80,0.0,0.0,79864,44137.0,0.0,0,96,225,32,DoS attacks-Hulk
53,51.75,41.4,101335,70452.0,19.7365174915,16,16,-1,8,Benign
80,0.0,0.0,777,777.0,0.0,0,64,225,32,DoS attacks-Hulk
80,802.3876221498,799.7824675325,62403430,1419928.0,1.6665750585,2092,4072,8192,20,Brute Force -XSS
9559,0.0,0.0,86168276,86200000.0,0.0,0,40,62560,20,Benign
80,495.9766536965,494.0542635659,56353148,1110030.0,1.845504709,2092,3072,8192,20,Brute Force -Web
22,0.0,0.0,5,5.0,200000.0,32,32,241,32,SSH-Bruteforce
443,490.4897959184,480.68,70356343,10132963.0,0.383760708,544,452,8192,20,Benign
48622,168.125,149.4444444,4137257,4053862.0,0.725118116,104,168,219,32,Benign
80,0.0,0.0,1998114,1998114.0,0.0,0,64,226,32,DoS attacks-GoldenEye
21,0.0,0.0,19,19.0,52631.57895,20,40,26883,40,DoS attacks-SlowHTTPTest
500,583.3333333333,500.0,89479715,41990274.0,0.0,0,48,-1,8,Brute Force -Web
80,32.00024277,32.0,119999788,945278.0,0.0,0,1054480,-1,8,DDOS attack-LOIC-UDP
53,114.25,91.4,111148,79808.0,17.9940259834,16,16,-1,8,Benign
445,0.0,0.0,203096,203008.0,4.923779887,32,72,8192,20,Benign
500,583.3333333333,500.0,89479974,41990587.0,0.0,0,48,-1,8,Brute Force -Web
22,104.3863636364,102.0666666667,374754,115302.0,58.705177263,712,712,26883,32,SSH-Bruteforce
3389,145.0454545455,138.7391304348,3976901,953231.0,2.2630686557,192,272,8192,20,Benign
80,32.00029834,32.0,119673036,659383.0,0.0,0,858088,-1,8,DDOS attack-LOIC-UDP
443,0.0,0.0,1090275,503112.0,2.7515993671,60,92,8192,28,Benign
80,0.0,0.0,28581,28581.0,0.0,0,40,2051,20,Brute Force -Web
53,121.5,81.0,1121,1121.0,892.0606601,8,8,-1,8,Infilteration
21,0.0,0.0,1,1.0,1000000.0,20,40,26883,40,FTP-BruteForce
80,496.0622568093,494.1395348837,56560416,1167247.0,1.8387417801,2092,3072,8192,20,Brute Force -Web
50967,0.0,0.0,12,12.0,83333.3333333333,20,20,123,20,Benign
80,140.5555555556,133.1578947368,108433423,53260693.0,0.0276667463,100,496,26883,32,DoS attacks-Slowloris
59105,178.4285714,156.125,1086,543.0,1841.620626,40,124,65535,20,Benign
5355,33.0,22.0,419371,419371.0,0.0,0,16,-1,8,Benign
3389,144.8636363636,138.5652173913,3934004,953336.0,2.0335515673,172,292,8192,20,Benign
53,91.0,60.6666666667,1000,1000.0,1000.0,8,8,-1,8,Benign
80,0.0,0.0,229,229.0,0.0,0,40,2047,20,Brute Force -Web
53,92.5,61.6666666667,118844,118844.0,8.414391976,8,8,-1,8,Benign
8080,0.0,0.0,649,649.0,0.0,0,40,2052,20,Bot
51041,13.25,10.6,426,371.0,2347.4178403756,20,60,1254,20,Benign
80,416.5192307692,408.6603773585,113611735,10022462.0,0.2640572297,744,452,8192,20,Benign
54433,0.0,0.0,55,55.0,0.0,0,40,2240,20,Infilteration
80,176.2857143,154.25,17072,16359.0,234.3017807,92,72,65535,20,DDOS attack-HOIC
443,0.0,0.0,215,215.0,0.0,0,40,251,20,Benign
53,79.25,63.4,289626,250783.0,6.905457383,16,16,-1,8,Benign
80,32.00030412,32.0,119966073,762006.0,0.0,0,841760,-1,8,DDOS attack-LOIC-UDP
445,78.83333333,72.76923077,1315487,264034.0,3.800873745,112,152,8192,20,Benign
63036,178.7142857,156.375,1440,826.0,1388.888889,40,124,65535,20,Benign
80,120.0,106.6666666667,63640,33601.0,47.1401634192,104,168,26883,32,DoS attacks-GoldenEye
51404,0.0,0.0,1,1.0,0.0,0,40,185,20,Benign
3389,180.8666667,169.5625,1405182,984447.0,4.981561107,148,168,8192,20,Benign
80,0.0,0.0,53897108,53897108.0,0.0,0,40,279,20,Benign
3389,160.2941176471,151.3888888889,2675865,937739.0,2.615976516,152,212,8192,20,Benign
80,330.6666666667,248.0,346,341.0,5780.3468208093,64,32,211,32,DoS attacks-Slowloris
80,143.25,127.3333333333,11951791,6946671.0,0.3346778738,136,136,26883,32,DoS attacks-GoldenEye
443,279.7391304348,268.0833333333,8559594,8302374.0,1.4019356526,252,232,8192,20,Benign
80,0.0,0.0,82,82.0,0.0,0,40,278,20,Benign
52397,0.0,0.0,23,23.0,43478.26087,20,20,114,20,Infilteration
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,FTP-BruteForce
80,0.0,0.0,14882,14882.0,0.0,0,40,32738,20,DDOS attack-HOIC
445,0.0,0.0,199122,198915.0,5.022046785,32,72,8192,20,Benign
0,0.0,0.0,112640803,56320410.0,0.0,0,0,-1,0,Benign
443,361.375,340.1176470588,10104482,9999073.0,0.9896598361,204,132,8192,20,Benign
3389,160.5294117647,151.6111111111,2403822,953108.0,2.9120292601,152,212,8192,20,Benign
80,0.0,0.0,377,377.0,0.0,0,40,253,20,Benign
80,157.1794871795,153.25,114744096,10004121.0,0.1481557709,472,452,8192,20,Benign
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,DoS attacks-SlowHTTPTest
443,215.8888888889,208.1785714286,114883733,58795469.0,0.1305667879,312,252,8192,20,Benign
0,0.0,0.0,112641303,56320676.0,0.0,0,0,-1,0,Brute Force -Web
443,41.0,30.75,1015,1000.0,0.0,0,60,256,20,Benign
35280,0.0,0.0,86026854,86026854.0,0.0,0,40,62559,20,Benign
80,177.8571429,155.625,42145,27080.0,94.91042828,92,72,65535,20,DDOS attack-HOIC
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,DoS attacks-SlowHTTPTest
51040,88.0,78.22222222,60218635,60100000.0,0.066424621,80,80,3891,20,Benign
80,0.0,0.0,14272,14272.0,0.0,0,40,32738,20,DDOS attack-HOIC
8080,65.0,56.875,10404,9460.0,384.4675125,92,72,8192,20,Bot
53,46.75,37.4,357601,327314.0,5.592825523,16,16,-1,8,Infilteration
80,166.125,147.6666666667,5005261,5003472.0,0.7991591248,136,136,26883,32,DoS attacks-GoldenEye
53,109.5,73.0,907,907.0,1102.535832,8,8,-1,8,Benign
3389,78.39130435,75.125,3962390,937557.0,2.018983492,172,324,8192,20,Benign
53,137.0,91.3333333333,17523,17523.0,57.067853678,8,8,-1,8,Benign
80,311.375,276.7777777778,5004357,4998557.0,0.5994776152,72,112,8192,20,SQL Injection
3389,248.75,221.1111111111,10989501,5989287.0,0.2729878272,72,112,8192,20,Benign
80,154.625,137.4444444444,6886792,6757510.0,0.435616467,104,168,26883,32,DoS attacks-GoldenEye
58036,157.125,139.6666667,4497991,4410653.0,0.666964429,104,168,219,32,Benign
443,226.1333333,212.0,395285,97197.0,15.17892154,132,192,8192,20,Benign
22,0.0,0.0,6,6.0,166666.666666667,32,32,241,32,SSH-Bruteforce
500,583.3333333333,500.0,89479007,41990148.0,0.0,0,48,-1,8,Brute Force -Web
80,0.0,0.0,60,60.0,0.0,0,40,2053,20,SQL Injection
80,140.5555555556,133.1578947368,108640425,53250284.0,0.0276140304,100,496,26883,32,DoS attacks-Slowloris
80,0.0,0.0,14660181,14660181.0,0.0,0,64,226,32,DoS attacks-GoldenEye
80,175.5,156.0,5017014,5004598.0,0.7972869918,136,136,26883,32,DoS attacks-GoldenEye
445,0.0,0.0,168555,168406.0,5.9327815846,32,72,8192,20,Benign
53,79.5,53.0,2265,2265.0,441.5011037528,8,8,-1,8,Benign
53,84.5,56.33333333,292,292.0,3424.657534,8,8,-1,8,Benign
22,106.4418604651,104.0227272727,382597,60678.0,52.2743252038,648,744,26883,32,SSH-Bruteforce
443,314.5714286,293.6,20600232,20400000.0,0.388345141,172,132,8192,20,Benign
53,80.0,53.3333333333,996,996.0,1004.016064257,8,8,-1,8,Benign
80,172.5,153.3333333333,5002368,5000867.0,0.7996212994,136,136,26883,32,DoS attacks-GoldenEye
80,41.0,36.44444444,5769314,5707308.0,0.693323331,92,92,8192,20,Benign
3389,57.4117647059,54.2222222222,2183050,1247054.0,3.2065229839,152,212,8192,20,Benign
443,224.8214286,217.0689655,11031239,9921806.0,1.359774727,304,272,8192,20,Benign
80,92.71428571,81.125,850,269.0,4705.882353,92,72,8192,20,Benign
80,496.0194552529,494.0968992248,56729863,1137873.0,1.8332496237,2092,3072,8192,20,Brute Force -Web
80,0.0,0.0,153,153.0,0.0,0,40,2047,20,Brute Force -Web
80,167.875,149.2222222222,5016948,5004610.0,0.7972974805,136,136,26883,32,DoS attacks-GoldenEye
21,0.0,0.0,1,1.0,1000000.0,20,40,26883,40,FTP-BruteForce
80,0.0,0.0,3035720,2015994.0,0.0,0,120,26883,40,DoS attacks-Slowloris
443,286.5238095238,273.5,16251567,10014631.0,0.7383903349,260,192,8192,20,Benign
80,0.0,0.0,30596,30596.0,0.0,0,64,225,32,DoS attacks-Hulk
53,72.5,48.3333333333,309,309.0,3236.2459546926,8,8,-1,8,Benign
47910,153.25,136.2222222,4159847,4061553.0,0.72118037,104,168,237,32,Benign
80,126.25,112.2222222222,5005391,4942636.0,0.5993537768,72,112,8192,20,Brute Force -Web
80,41.0,36.4444444444,6262824,6212321.0,0.6386895113,92,92,8192,20,Benign
80,0.0,0.0,26501,26501.0,0.0,0,40,32738,20,DDOS attack-HOIC
80,32.00027394,32.0,119542905,849988.0,0.0,0,934504,-1,8,DDOS attack-LOIC-UDP
22,0.0,0.0,7,7.0,142857.142857143,32,32,241,32,SSH-Bruteforce
80,32.0003279,32.0,87519199,609979.0,0.0,0,780736,-1,8,DDOS attack-LOIC-UDP
16000,0.0,0.0,215,215.0,4651.162791,20,24,1024,24,Infilteration
80,496.0389105058,494.1162790698,56003225,1089703.0,1.8570359118,2092,3072,8192,20,Brute Force -Web
80,0.0,0.0,335,335.0,0.0,0,40,2053,20,Brute Force -XSS
5355,33.0,22.0,407626,407626.0,0.0,0,16,-1,8,Benign
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,DoS attacks-SlowHTTPTest
443,284.92,273.9615385,48879286,48400000.0,0.30687846,312,212,8192,20,Benign
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,FTP-BruteForce
3389,181.9333333333,170.5625,1991916,953111.0,3.5142044142,152,172,8192,20,Benign
53,98.5,65.6666666667,341,341.0,2932.5513196481,8,8,-1,8,Benign
3389,143.6315789474,136.45,15021462,7256883.0,0.465999914,152,252,8192,20,Benign
54848,154.875,137.6666667,5365516,5304907.0,0.559126093,104,168,219,32,Benign
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,FTP-BruteForce
80,32.0002222,32.0,119576765,644218.0,0.0,0,1152120,-1,8,DDOS attack-LOIC-UDP
80,496.0661478599,494.1434108527,56576699,1140000.0,1.8382125829,2092,3072,8192,20,Brute Force -Web
80,0.0,0.0,36828214,36828214.0,0.0,0,64,221,32,DoS attacks-GoldenEye
80,144.375,128.3333333333,6865682,6858523.0,0.4369558625,104,168,26883,32,DoS attacks-GoldenEye
60501,170.5714286,149.25,1446,815.0,1383.125864,40,124,65535,20,Benign
53,68.0,45.3333333333,232,232.0,4310.3448275862,8,8,-1,8,Benign
500,583.3333333333,500.0,89479901,41990363.0,0.0,0,48,-1,8,Brute Force -Web
80,0.0,0.0,83,83.0,0.0,0,40,278,20,Benign
52642,0.0,0.0,13,13.0,76923.0769230769,20,20,913,20,Benign
53,69.25,55.4,43625,27393.0,45.8452722063,16,16,-1,8,Benign
443,41.0,30.75,693,665.0,0.0,0,60,258,20,Benign
53,64.25,51.4,23862,22716.0,83.8152711424,16,16,-1,8,Benign
50846,0.0,0.0,1,1.0,0.0,0,40,31,20,Benign
53,134.5,89.6666666667,17645,17645.0,56.6732785492,8,8,-1,8,Benign
53020,7.75,6.2,280,227.0,3571.4285714286,20,60,995,20,Benign
80,0.0,0.0,6097,6097.0,0.0,0,40,32738,20,DDOS attack-HOIC
53,66.5,44.3333333333,823,823.0,1215.0668286756,8,8,-1,8,Benign
80,168.875,150.1111111111,137732,82162.0,21.7814306044,104,168,26883,32,DoS attacks-GoldenEye
22,106.4418604651,104.0227272727,294931,81239.0,71.2030949612,680,712,26883,32,SSH-Bruteforce
443,806.3768115942,800.5755395683,118444440,59137273.0,0.7260788265,1732,1052,8192,20,Benign
53,84.5,67.6,86451,52556.0,23.1344923714,16,16,-1,8,Benign
56614,171.8571429,150.375,1239,608.0,1614.205004,40,124,65535,20,Benign
80,0.0,0.0,1041,1041.0,0.0,0,40,2047,20,Brute Force -Web
3389,181.6666667,170.3125,2908671,953142.0,2.406597377,152,172,64240,20,Benign
53018,178.5714286,156.25,1403,631.0,1425.51675,40,124,65535,20,Benign
80,0.0,0.0,5009558,5009156.0,0.1996184094,32,72,8192,20,SQL Injection
53,138.5,92.3333333333,2284,2284.0,437.8283712785,8,8,-1,8,Benign
51344,158.375,140.7777778,4157429,4083692.0,0.721599816,104,168,219,32,Benign
80,175.375,155.8888888889,11299851,6294400.0,0.3539869685,136,136,26883,32,DoS attacks-GoldenEye
3389,84.66666667,80.81818182,4103126,953173.0,1.94973296,172,272,8192,20,Benign
443,295.5333333,277.0625,19577698,19400000.0,0.357549698,152,172,8192,20,Benign
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,DoS attacks-SlowHTTPTest
80,0.0,0.0,8961,8961.0,0.0,0,40,32738,20,DDOS attack-HOIC
8080,65.0,56.875,11124,10222.0,359.5828839,92,72,8192,20,Bot
21,0.0,0.0,1,1.0,1000000.0,20,40,26883,40,FTP-BruteForce
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,FTP-BruteForce
80,167.875,149.2222222222,5005851,5004937.0,0.7990649342,136,136,26883,32,DoS attacks-GoldenEye
80,802.3908794788,799.7857142857,57080501,1023135.0,1.8219882128,2092,4072,8192,20,Brute Force -XSS
80,0.0,0.0,3805,3805.0,0.0,0,40,32738,20,DDOS attack-HOIC
443,31.0,20.6666666667,0,0.0,0.0,20,20,69,20,Benign
8873,0.0,0.0,263,263.0,3802.281369,20,24,1024,24,Infilteration
80,185.0,161.875,60542,31921.0,66.06983582,136,104,26883,32,DoS attacks-Hulk
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,FTP-BruteForce
80,0.0,0.0,4920,4920.0,0.0,0,40,32738,20,DDOS attack-HOIC
80,8.0,5.3333333333,2,2.0,500000.0,32,32,211,32,DoS attacks-Slowloris
3389,145.1,138.1904761905,5966510,3012808.0,1.6760216609,236,224,8192,20,Benign
443,41.0,30.75,235,213.0,0.0,0,60,353,20,Benign
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,FTP-BruteForce
80,286.625,254.7777777778,5004904,4999034.0,0.7992161288,92,92,8192,20,SQL Injection
49455,0.0,0.0,33,33.0,30303.0303030303,20,20,946,20,Benign
48343,0.0,0.0,85668083,85700000.0,0.0,0,40,62568,20,Benign
80,336.625,299.2222222222,142503,118712.0,35.086980625,112,72,8192,20,Benign
42193,0.0,0.0,32,32.0,0.0,0,40,256,20,Benign
80,126.25,112.2222222222,5006647,4941275.0,0.599203419,72,112,8192,20,Brute Force -Web
53,80.0,53.3333333333,834,834.0,1199.0407673861,8,8,-1,8,Benign
80,32.0002542,32.0,119823807,615099.0,0.0,0,1007064,-1,8,DDOS attack-LOIC-UDP
443,280.5652173913,268.875,196591,51432.0,61.040434201,252,232,8192,20,Benign
80,0.0,0.0,1994076,1994076.0,0.0,0,64,226,32,DoS attacks-GoldenEye
3389,85.0952381,81.22727273,3897278,937574.0,1.796125398,152,292,8192,20,Benign
80,178.5714286,156.25,15517,14386.0,257.7817877,92,72,65535,20,DDOS attack-HOIC
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,DoS attacks-SlowHTTPTest
80,299.4444444,269.5,47281,23356.0,105.7507244,112,92,8192,20,Benign
53,86.5,57.66666667,784,784.0,1275.510204,8,8,-1,8,Benign
443,72.0,69.8823529412,116711817,58136793.0,0.137089803,332,376,8192,20,Benign
80,0.0,0.0,14151,14151.0,0.0,0,40,32738,20,DDOS attack-HOIC
3389,170.3125,160.2941176,1658551,953948.0,4.220551554,152,192,8192,20,Benign
80,32.0005059,32.0,119620170,882236.0,0.0,0,506032,-1,8,DDOS attack-LOIC-UDP
22,0.0,0.0,7,7.0,142857.142857143,32,32,241,32,SSH-Bruteforce
80,8.0,5.3333333333,8,8.0,125000.0,32,32,211,32,DoS attacks-Slowloris
53,152.0,101.3333333333,12604,12604.0,79.3398920977,8,8,-1,8,Benign
18988,0.0,0.0,2,2.0,500000.0,20,24,1024,24,Benign
443,15.33333333,11.5,258,151.0,0.0,0,60,253,20,Benign
51011,0.0,0.0,1000046,1000046.0,0.0,0,40,5310,20,Benign
51248,0.0,0.0,26,26.0,38461.53846,20,20,116,20,Benign
500,583.3333333333,500.0,89479425,41990302.0,0.0,0,48,-1,8,Brute Force -Web
32995,0.0,0.0,86167640,86200000.0,0.0,0,40,62614,20,Benign
80,0.0,0.0,5005246,5004934.0,0.1997903799,32,72,8192,20,SQL Injection
53,91.0,60.66666667,441,441.0,2267.573696,8,8,-1,8,Benign
80,0.0,0.0,65,65.0,0.0,0,40,0,20,DoS attacks-Slowloris
80,0.0,0.0,1915606,1915606.0,0.0,0,64,221,32,DoS attacks-GoldenEye
80,0.0,0.0,55773,55773.0,0.0,0,64,225,32,DoS attacks-Hulk
53,99.5,79.6,57980,43089.0,34.4946533287,16,16,-1,8,Benign
40280,155.625,138.3333333,5172371,5111857.0,0.580004799,104,168,219,32,Benign
80,32.00026039,32.0,119928535,713740.0,0.0,0,983128,-1,8,DDOS attack-LOIC-UDP
53,72.5,48.3333333333,293,293.0,3412.9692832765,8,8,-1,8,Benign
80,0.0,0.0,15495,15495.0,0.0,0,64,225,32,DoS attacks-Hulk
3389,180.6,169.3125,1666005,953156.0,4.201668062,152,172,8192,20,Benign
80,0.0,0.0,624,618.0,0.0,0,60,2053,20,Brute Force -XSS
53,96.5,64.33333333,12661,12661.0,78.98270279,8,8,-1,8,Infilteration
443,280.5217391304,268.8333333333,2157877,1977962.0,5.5610213186,252,232,8192,20,Benign
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,DoS attacks-SlowHTTPTest
80,0.0,0.0,379,379.0,0.0,0,40,2047,20,Brute Force -Web
80,0.0,0.0,74423,42537.0,0.0,0,96,225,32,DoS attacks-Hulk
21,0.0,0.0,20,20.0,50000.0,20,40,26883,40,DoS attacks-SlowHTTPTest
80,32.00022892,32.0,119998623,670746.0,0.0,0,1118280,-1,8,DDOS attack-LOIC-UDP
80,124.75,110.8888888889,11458995,6450512.0,0.3490707518,136,136,26883,32,DoS attacks-GoldenEye
80,32.0002248,32.0,119986107,617137.0,0.0,0,1138800,-1,8,DDOS attack-LOIC-UDP
22,104.0227272727,101.7111111111,382409,128507.0,57.5300267515,712,712,26883,32,SSH-Bruteforce
80,160.375,142.5555555556,11950806,6947398.0,0.3347054584,136,136,26883,32,DoS attacks-GoldenEye
445,1.0,0.6666666667,151009,151009.0,0.0,0,52,251,20,Benign
80,32.00042443,32.0,119608768,852216.0,0.0,0,603168,-1,8,DDOS attack-LOIC-UDP
53,67.75,54.2,122263,120813.0,16.35817868,16,16,-1,8,Benign
53,82.0,65.6,129362,102024.0,15.460490716,16,16,-1,8,Benign
53,126.5,101.2,33696,32933.0,59.35422602,16,16,-1,8,Benign
80,32.00022535,32.0,119777440,977007.0,0.0,0,1136016,-1,8,DDOS attack-LOIC-UDP
